product_id,demand_pressure,flow_variability,warehouse_count,avg_inventory_floor,avg_inventory_ceiling,total_capacity,avg_capacity,pack_multiple,total_beginning_inventory,avg_overstock_cost,avg_shortage_cost,avg_backlog_cost,avg_penalty_cost,capacity_pressure,demand_pressure_norm,flow_variability_norm,capacity_pressure_norm,pack_multiple_norm,warehouse_count_norm,difficulty_score,difficulty_group,early_donor_surplus_no_plt,early_receiver_shortage_no_plt,expected_plt_case,recommended_source_warehouse,recommended_receiver_warehouses,complex_rule,source_dataset,is_complex_transfer_case
D3_P2159,160,6.74422830163803,4,25.25,69.75,680,68.0,6,154,0.1,0.5,1500.0,2000.0,0.2352941176470588,0.351063829787234,0.4788903071441687,0.2232723328058013,0.1818181818181818,0.75,0.3970089303110772,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1968,162,7.693854839990847,3,8.0,49.333333333333336,393,39.3,4,51,0.1,0.5,1500.0,2000.0,0.4122137404580153,0.3563829787234042,0.5702017447567089,0.4623831025515679,0.0909090909090909,0.5,0.3959753833881544,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0549,213,5.590685935622679,4,35.5,86.25,885,88.5,4,192,0.1,0.5,1500.0,2000.0,0.2406779661016949,0.4920212765957447,0.3679713221181853,0.2305487226585999,0.0909090909090909,0.75,0.3862900824563241,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0178,186,6.660253325435479,4,20.5,70.75,749,74.9,3,141,0.1,0.5,1500.0,2000.0,0.2483311081441922,0.4202127659574468,0.4708156846574866,0.2408921128132951,0.0454545454545454,0.75,0.3854750217765548,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2113,133,8.952947177209008,2,3.5,54.5,262,26.2,4,14,0.1,0.5,1500.0,2000.0,0.5076335877862596,0.2792553191489361,0.6912698981359781,0.5913451293814547,0.0909090909090909,0.25,0.3805558875150919,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2156,173,7.892161104320649,3,31.666666666666668,88.33333333333333,692,69.2,6,153,0.1,0.5,1500.0,2000.0,0.25,0.3856382978723404,0.5892699040300747,0.2431476569407603,0.1818181818181818,0.5,0.3799748081322714,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0839,161,7.81250641025378,4,49.0,94.5,1043,104.3,4,248,0.1,0.5,1500.0,2000.0,0.1543624161073825,0.3537234042553192,0.581610698717164,0.113891354344953,0.0909090909090909,0.75,0.3780269096453054,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0120,186,6.218046523153597,4,29.0,74.5,760,76.0,3,181,0.1,0.5,1500.0,2000.0,0.2447368421052631,0.4202127659574468,0.4282952440341214,0.2360343830398276,0.0454545454545454,0.75,0.3759993876971882,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1225,183,7.485541619237269,3,28.33333333333333,69.0,538,53.8,3,111,0.1,0.5,1500.0,2000.0,0.3401486988847583,0.4122340425531915,0.5501713655576382,0.3649856104669589,0.0454545454545454,0.5,0.3745691128064668,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2157,135,9.648970493215709,2,24.5,74.0,376,37.6,6,74,0.1,0.5,1500.0,2000.0,0.3590425531914893,0.2845744680851064,0.7581960917811753,0.3905210710052969,0.1818181818181818,0.25,0.3730219625379521,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0852,136,8.146520083672796,2,18.0,62.5,281,28.1,4,64,0.1,0.5,1500.0,2000.0,0.4839857651245551,0.2872340425531915,0.6137278178901797,0.5593845758283111,0.0909090909090909,0.25,0.3602511054361546,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1318,163,8.232797056190627,2,39.0,89.5,464,46.4,6,102,0.1,0.5,1500.0,2000.0,0.3512931034482758,0.3590425531914893,0.622023789069677,0.3800475188703487,0.1818181818181818,0.25,0.3585864085899394,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2184,111,8.990492053743278,2,10.5,57.5,247,24.7,3,57,0.1,0.5,1500.0,2000.0,0.4493927125506073,0.2207446808510638,0.6948800296064781,0.5126313028030185,0.0454545454545454,0.25,0.3447421117430211,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0927,163,8.290418233283447,3,45.66666666666666,96.0,666,66.6,2,189,0.1,0.5,1500.0,2000.0,0.2447447447447447,0.3590425531914893,0.6275643592883636,0.2360450636312705,0.0,0.5,0.3445303952222247,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0119,185,7.2203416354998975,3,51.66666666666666,104.33333333333331,767,76.7,3,203,0.1,0.5,1500.0,2000.0,0.241199478487614,0.4175531914893617,0.5246710338041836,0.2312535581429165,0.0454545454545454,0.5,0.3437864657782014,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1808,138,9.439419027617502,2,26.0,88.5,400,40.0,3,88,0.1,0.5,1500.0,2000.0,0.345,0.2925531914893617,0.7380466490215231,0.3715422508525955,0.0454545454545454,0.25,0.3395193273636051,G2_medium_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1998,127,6.095727580596274,2,2.0,56.5,255,25.5,6,26,0.1,0.5,1500.0,2000.0,0.4980392156862745,0.2632978723404255,0.4165336535129378,0.5783781240170691,0.1818181818181818,0.25,0.3380055663377229,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1055,131,9.25145792209047,2,29.5,82.0,395,39.5,4,87,0.1,0.5,1500.0,2000.0,0.3316455696202531,0.2739361702127659,0.7199732295584509,0.3534934438470011,0.0909090909090909,0.25,0.3376623869054617,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1599,184,5.1599418601375735,4,69.0,119.0,1264,126.4,4,327,0.1,0.5,1500.0,2000.0,0.1455696202531645,0.4148936170212766,0.3265530811706936,0.1020076969444058,0.0909090909090909,0.75,0.3368726972090934,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1313,140,9.256576609433738,2,84.5,133.0,660,66.0,6,195,0.1,0.5,1500.0,2000.0,0.2121212121212121,0.2978723404255319,0.7204654174671983,0.1919536402295023,0.1818181818181818,0.25,0.3284219159880829,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0741,134,10.786321747570174,2,77.0,133.5,696,69.6,3,193,0.1,0.5,1500.0,2000.0,0.1925287356321839,0.2819148936170212,0.8675582187976248,0.1654739764133342,0.0454545454545454,0.25,0.3220803268565051,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0222,145,8.261992877979832,2,28.0,80.5,438,43.8,3,102,0.1,0.5,1500.0,2000.0,0.3310502283105023,0.3111702127659574,0.6248311163211626,0.3526888269448496,0.0454545454545454,0.25,0.316828940297303,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0254,81,6.5886665051275335,2,35.0,86.0,429,42.9,12,85,0.1,0.5,1500.0,2000.0,0.1888111888111888,0.1409574468085106,0.4639322465769047,0.1604496299456511,0.4545454545454545,0.25,0.2939769555753042,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0396,126,5.462551938811248,2,3.5,64.5,282,28.2,4,53,0.1,0.5,1500.0,2000.0,0.4468085106382978,0.2606382978723404,0.3556505844562126,0.50913869695968,0.0909090909090909,0.25,0.2932673340394648,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1969,121,6.985699678629192,3,53.0,101.33333333333331,784,78.4,4,205,0.1,0.5,1500.0,2000.0,0.1543367346938775,0.2473404255319149,0.502109012271753,0.1138566453485524,0.0909090909090909,0.5,0.2908430348122622,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1511,138,7.232237769729003,2,42.0,102.5,485,48.5,4,126,0.1,0.5,1500.0,2000.0,0.2845360824742268,0.2925531914893617,0.5258149078163564,0.2898239336205919,0.0909090909090909,0.25,0.2898202247670801,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0115,104,7.585304351524938,2,35.5,89.5,382,38.2,4,114,0.1,0.5,1500.0,2000.0,0.2722513089005235,0.202127659574468,0.5597640613569185,0.2732207913648606,0.0909090909090909,0.25,0.2752043206410676,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0694,127,6.5742720229375164,2,13.0,89.0,408,40.8,3,81,0.1,0.5,1500.0,2000.0,0.3112745098039216,0.2632978723404255,0.4625481436592056,0.3259615075030896,0.0454545454545454,0.25,0.2694524137914532,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2189,54,7.728734264634367,1,0.0,35.0,106,10.6,4,15,0.1,0.5,1500.0,2000.0,0.5094339622641509,0.0691489361702127,0.5735555794260963,0.5937783751706978,0.0909090909090909,0.0,0.2654783963352195,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0302,132,6.726812023536855,2,85.5,134.0,592,59.2,4,199,0.1,0.5,1500.0,2000.0,0.2229729729729729,0.2765957446808511,0.4772156431293692,0.206620034206241,0.0909090909090909,0.25,0.2602681025851104,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1087,120,6.300375928633565,2,54.0,104.5,513,51.3,4,142,0.1,0.5,1500.0,2000.0,0.2339181286549707,0.2446808510638297,0.4362116364984698,0.221412653354577,0.0909090909090909,0.25,0.2486428463651935,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2237,116,6.060006948059244,2,24.0,74.5,356,35.6,2,77,0.1,0.5,1500.0,2000.0,0.3258426966292135,0.2340425531914893,0.4130989324119004,0.3456507330974591,0.0,0.25,0.2485584437401697,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2195,114,7.254036988572566,2,34.0,98.0,538,53.8,2,111,0.1,0.5,1500.0,2000.0,0.2118959107806691,0.2287234042553191,0.5279110139497094,0.1916491405018516,0.0,0.25,0.239656711741376,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2002,119,6.91603780696494,2,102.5,165.0,879,87.9,4,260,0.1,0.5,1500.0,2000.0,0.1353811149032992,0.2420212765957446,0.4954106678262866,0.0882377073974108,0.0909090909090909,0.25,0.2333157485457066,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2194,81,7.141244178786539,2,39.5,82.0,422,42.2,4,101,0.1,0.5,1500.0,2000.0,0.1919431279620853,0.1409574468085106,0.5170654097063985,0.1646825147397136,0.0909090909090909,0.25,0.2327228924327427,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1296,83,5.314082581613738,2,18.5,67.5,325,32.5,4,71,0.1,0.5,1500.0,2000.0,0.2553846153846154,0.1462765957446808,0.3413744981216524,0.2504250833163299,0.0909090909090909,0.25,0.2157970536183508,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P0095,45,7.32499525976335,1,0.0,61.0,126,12.6,4,15,0.1,0.5,1500.0,2000.0,0.3571428571428571,0.0452127659574468,0.5347340138251864,0.3879535899240332,0.0909090909090909,0.0,0.2117618921231514,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1390,78,4.411706913966162,2,10.0,62.0,275,27.5,4,37,0.1,0.5,1500.0,2000.0,0.2836363636363636,0.1329787234042553,0.2546064728488976,0.2886079437803575,0.0909090909090909,0.25,0.2034204461885203,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2158,89,5.1694955470071084,2,82.5,126.5,634,63.4,6,193,0.1,0.5,1500.0,2000.0,0.140378548895899,0.1622340425531915,0.3274717169157208,0.0949918495877377,0.1818181818181818,0.25,0.2033031581749664,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P2232,59,5.317685377847939,1,82.0,141.0,371,37.1,4,96,0.1,0.5,1500.0,2000.0,0.1590296495956873,0.0824468085106382,0.3417209253646616,0.1201992232757173,0.0909090909090909,0.0,0.1270552096120216,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
D3_P1521,36,3.956710193526379,1,10.0,68.0,161,16.1,4,36,0.1,0.5,1500.0,2000.0,0.2236024844720497,0.0212765957446808,0.2108562163276211,0.2074708328724178,0.0909090909090909,0.0,0.1061025471707621,G1_low,,,,,,"complex if difficulty_group in {G3_medium_high, G4_high}",D3,False
